protocol_id,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,weight_erasure,residual_performance,savings,trace_auc_proxy,criticality_distance,health,energy_cost,path_erasure,replicates,reset_score
b0_alternating_blue_red_correlated_0.75s_0.8uA,0.0,alternating_blue_red,correlated,0.75,0.8,160,151,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.035584,-0.4372483638233799,3,-0.4663399061871601
b1_alternating_blue_red_correlated_0.75s_0.8uA,1.0,alternating_blue_red,correlated,0.75,0.8,160,151,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.035584,-0.4372483638233799,3,-0.4663399061871601
b2_alternating_blue_red_correlated_0.75s_0.8uA,2.0,alternating_blue_red,correlated,0.75,0.8,160,151,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.035584,-0.4372483638233799,3,-0.4663399061871601
b-2_alternating_blue_red_correlated_0.75s_0.8uA,-2.0,alternating_blue_red,correlated,0.75,0.8,160,151,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.035584,-0.4372483638233799,3,-0.4663399061871601
b-1_alternating_blue_red_correlated_0.75s_0.8uA,-1.0,alternating_blue_red,correlated,0.75,0.8,160,151,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.035584,-0.4372483638233799,3,-0.4663399061871601
b1_epoch_pause_shared_0.75s_0.8uA,1.0,epoch_pause,shared,0.75,0.8,160,192,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.03703466666666667,-0.4372483638233799,3,-0.46641243952049344
b2_epoch_pause_correlated_0.75s_1.6uA,2.0,epoch_pause,correlated,0.75,1.6,160,95,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.037546666666666666,-0.4372483638233799,3,-0.46643803952049345
b1_static_phase_shifted_0.75s_0.8uA,1.0,static,phase_shifted,0.75,0.8,160,176,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.03822933333333333,-0.4372483638233799,3,-0.46647217285382675
b-2_epoch_pause_independent_0.75s_2.6uA,-2.0,epoch_pause,independent,0.75,2.6,160,57,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.038271999999999994,-0.4372483638233799,3,-0.4664743061871601
b2_epoch_pause_phase_shifted_0.75s_1.6uA,2.0,epoch_pause,phase_shifted,0.75,1.6,160,92,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.038912,-0.4372483638233799,3,-0.4665063061871601
b0_static_independent_0.75s_2.6uA,0.0,static,independent,0.75,2.6,160,52,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.039104,-0.4372483638233799,3,-0.4665159061871601
