task,seed,direction,alpha,score,criterion,distance_from_naive,distance_from_trained
conditioned_electrode_association,2,random,0.7333,1.0,0.4,73.68061687560348,44.46846761925317
conditioned_electrode_association,2,axis,0.8,0.0,0.4,12.273168442055749,49.092673768223
conditioned_electrode_association,2,random,0.8,1.0,0.4,75.87935278756471,48.33750863048457
conditioned_electrode_association,2,axis,0.8667,0.0,0.4,8.180066766630155,53.18577544364859
conditioned_electrode_association,2,random,0.8667,1.0,0.4,78.17024726894282,52.15165212931534
conditioned_electrode_association,2,axis,0.9333,0.0,0.4,4.093101675425592,57.27274053485315
conditioned_electrode_association,2,random,0.9333,1.0,0.4,80.53560110661323,55.907913683648445
conditioned_electrode_association,2,axis,1.0,0.0,0.4,3.091322013484688e-15,61.36584221027874
conditioned_electrode_association,2,random,1.0,1.0,0.4,82.96407254869511,59.61163253468176
conditioned_electrode_association,7,axis,0.0,1.0,0.4,59.49596151172436,0.0
conditioned_electrode_association,7,random,0.0,1.0,0.4,59.49596151172436,0.0
conditioned_electrode_association,7,axis,0.0667,1.0,0.4,55.527580878892344,3.9683806328320146
conditioned_electrode_association,7,random,0.0667,1.0,0.4,59.43152980398214,3.960675809986325
conditioned_electrode_association,7,axis,0.1333,1.0,0.4,51.5651498422115,7.930811669512857
conditioned_electrode_association,7,random,0.1333,1.0,0.4,59.624537113398866,7.913840656160335
conditioned_electrode_association,7,axis,0.2,1.0,0.4,47.59676920937949,11.899192302344874
conditioned_electrode_association,7,random,0.2,1.0,0.4,60.072499224892546,11.872175540817151
conditioned_electrode_association,7,axis,0.2667,1.0,0.4,43.62838857654748,15.867572935176888
conditioned_electrode_association,7,random,0.2667,1.0,0.4,60.771030468892704,15.830303942879588
conditioned_electrode_association,7,axis,0.3333,1.0,0.4,39.66595753986663,19.830003971857728
conditioned_electrode_association,7,random,0.3333,1.0,0.4,61.71104447216019,19.78234877478828
conditioned_electrode_association,7,axis,0.4,1.0,0.4,35.69757690703461,23.798384604689744
conditioned_electrode_association,7,random,0.4,1.0,0.4,62.88358923587415,23.736533874475217
conditioned_electrode_association,7,axis,0.4667,1.0,0.4,31.7291962742026,27.766765237521756
conditioned_electrode_association,7,random,0.4667,1.0,0.4,64.27132322596972,27.679704593085955
conditioned_electrode_association,7,axis,0.5333,1.0,0.4,27.766765237521756,31.7291962742026
conditioned_electrode_association,7,random,0.5333,1.0,0.4,65.85268798757691,31.596809972718287
conditioned_electrode_association,7,axis,0.6,1.0,0.4,23.798384604689744,35.69757690703461
conditioned_electrode_association,7,random,0.6,1.0,0.4,67.6107964451264,35.49182470619742
conditioned_electrode_association,7,axis,0.6667,1.0,0.4,19.83000397185773,39.665957539866625
conditioned_electrode_association,7,random,0.6667,1.0,0.4,69.52031000365098,39.34965752381842
conditioned_electrode_association,7,axis,0.7333,1.0,0.4,15.867572935176891,43.62838857654747
conditioned_electrode_association,7,random,0.7333,1.0,0.4,71.55860036004262,43.16164220596039
conditioned_electrode_association,7,axis,0.8,0.0,0.4,11.89919230234487,47.59676920937949
conditioned_electrode_association,7,random,0.8,1.0,0.4,73.70968156618699,46.931338836869394
conditioned_electrode_association,7,axis,0.8667,0.0,0.4,7.930811669512856,51.565149842211504
conditioned_electrode_association,7,random,0.8667,1.0,0.4,75.95515070558872,50.65476753754618
conditioned_electrode_association,7,axis,0.9333,0.0,0.4,3.9683806328320137,55.527580878892344
conditioned_electrode_association,7,random,0.9333,1.0,0.4,78.27343464057488,54.32156880398334
conditioned_electrode_association,7,axis,1.0,0.0,0.4,2.985047316325486e-15,59.49596151172436
conditioned_electrode_association,7,random,1.0,1.0,0.4,80.65614013247921,57.940146929072
conditioned_electrode_association,21,axis,0.0,1.0,0.4,64.71703992809562,0.0
conditioned_electrode_association,21,random,0.0,1.0,0.4,64.71703992809562,0.0
conditioned_electrode_association,21,axis,0.0667,1.0,0.4,60.40041336489163,4.316626563203977
conditioned_electrode_association,21,random,0.0667,1.0,0.4,64.64048828014411,4.306902507098693
conditioned_electrode_association,21,axis,0.1333,1.0,0.4,56.09025850568046,8.626781422415144
conditioned_electrode_association,21,random,0.1333,1.0,0.4,64.83914781139153,8.604508588497657
conditioned_electrode_association,21,axis,0.2,1.0,0.4,51.77363194247649,12.943407985619125
conditioned_electrode_association,21,random,0.2,1.0,0.4,65.3129258070677,12.908131564312315
conditioned_electrode_association,21,axis,0.2667,1.0,0.4,47.45700537927251,17.260034548823096
conditioned_electrode_association,21,random,0.2667,1.0,0.4,66.05916635920063,17.212042392752192
conditioned_electrode_association,21,axis,0.3333,1.0,0.4,43.14685052006134,21.570189408034267
conditioned_electrode_association,21,random,0.3333,1.0,0.4,67.06779640848566,21.50777194019535
conditioned_electrode_association,21,axis,0.4,1.0,0.4,38.83022395685736,25.88681597123825
conditioned_electrode_association,21,random,0.4,1.0,0.4,68.32850209692087,25.80266912858546
conditioned_electrode_association,21,axis,0.4667,1.0,0.4,34.513597393653384,30.20344253444222
conditioned_electrode_association,21,random,0.4667,1.0,0.4,69.81965082987591,30.078344088192686
conditioned_electrode_association,21,axis,0.5333,1.0,0.4,30.20344253444222,34.513597393653384
conditioned_electrode_association,21,random,0.5333,1.0,0.4,71.51483233725389,34.31597707509519
conditioned_electrode_association,21,axis,0.6,1.0,0.4,25.88681597123825,38.83022395685736
conditioned_electrode_association,21,random,0.6,1.0,0.4,73.3944467422937,38.51753256861978
conditioned_electrode_association,21,axis,0.6667,1.0,0.4,21.57018940803427,43.14685052006134
conditioned_electrode_association,21,random,0.6667,1.0,0.4,75.43105377599613,42.66806665274644
conditioned_electrode_association,21,axis,0.7333,1.0,0.4,17.2600345488231,47.45700537927251
conditioned_electrode_association,21,random,0.7333,1.0,0.4,77.5997793361035,46.75985341022503
conditioned_electrode_association,21,axis,0.8,1.0,0.4,12.943407985619118,51.7736319424765
conditioned_electrode_association,21,random,0.8,1.0,0.4,79.8852274063358,50.800568487867466
conditioned_electrode_association,21,axis,0.8667,1.0,0.4,8.626781422415144,56.09025850568047
conditioned_electrode_association,21,random,0.8667,1.0,0.4,82.26297245637512,54.779319824319835
conditioned_electrode_association,21,axis,0.9333,0.0,0.4,4.316626563203976,60.400413364891634
conditioned_electrode_association,21,random,0.9333,1.0,0.4,84.71347487945854,58.69077151171279
conditioned_electrode_association,21,axis,1.0,0.0,0.4,3.2181808954660026e-15,64.71703992809562
