task,task_label,seed,delta_norm,cosine_to_task_mean,angle_to_task_mean_deg,pc1,pc2,pc3,uncentered_pc1
overlapping_shared_target_association,Shared target,29,1.5652678899382977,0.9476005521919493,18.630129350633148,-0.1432275210119578,0.17229368380035476,0.14296358867976036,-1.4832414808226706
overlapping_shared_target_association,Shared target,30,1.5166079724291188,0.96247090588811,15.746692149737152,-0.025081334282501304,0.02152098203557811,0.196712407187711,-1.4590065738525386
overlapping_shared_target_association,Shared target,31,1.481544647061318,0.9408629821459983,19.803008327897615,-0.1896981406915826,-0.08681810584983012,0.14140266181430547,-1.3923660909714435
overlapping_shared_target_association,Shared target,32,1.688766704791668,0.9155007318703748,23.723062024344458,-0.15374792736652199,-0.008821050912544088,-0.13130306335744932,-1.5458076853889322
overlapping_shared_target_association,Shared target,33,1.6231823968831394,0.9134523884334834,24.013107015188957,-0.2512305609490741,0.19564438210609417,0.20849264144151336,-1.481978837478333
overlapping_shared_target_association,Shared target,34,1.666388797281141,0.9494861131791474,18.288932296849357,0.14259366469164314,0.012189082604460121,0.065757406931234,-1.582911574251364
overlapping_shared_target_association,Shared target,35,1.6907964839582865,0.8971493710692272,26.2141415887895,0.17345705445526435,-0.42626634061261126,0.22989171579281142,-1.516152308723954
overlapping_shared_target_association,Shared target,36,1.6722708374458652,0.9466286501223614,18.803663916926762,-0.30361137684719924,0.15760084988056502,-0.10990184270081912,-1.583075363769731
overlapping_shared_target_association,Shared target,37,1.7558573660888497,0.9050775845885043,25.166265574151026,-0.1566283166638074,0.26648871317519524,-0.32950658466864335,-1.5899243073442997
overlapping_shared_target_association,Shared target,38,1.6258952814909018,0.9613409061042898,15.983526598960767,-0.19695966149019287,0.15158419788928823,-0.10677243805045046,-1.5628618870790199
overlapping_shared_target_association,Shared target,39,1.6796098890083335,0.8919273312023975,26.88355743342377,0.3219186248260193,0.12153682393084829,0.10964757629881056,-1.4983951211800004
overlapping_shared_target_association,Shared target,40,1.6582585630463897,0.9375663553912991,20.35320658250111,0.0903552590879964,-0.09595661226497978,0.21713187801782194,-1.5545223696968546
overlapping_shared_target_association,Shared target,41,1.5507708346323474,0.9236975746050817,22.52722731828528,-0.35861294469861066,0.0625119454408048,-0.06299480584071213,-1.431441188226667
overlapping_shared_target_association,Shared target,42,1.621756414340491,0.9539039009069289,17.46434376372468,0.24181912914684364,-0.010936311503573423,0.17556545054545972,-1.5475238049130227
