task_name,task_label,protocol_id,beta,schedule,spatial_mode,duration_s,current_uA,seeds,forgetting_score_mean,forgetting_score_sd,reset_score_mean,reset_minus_no_reset_weight_norm_mean,reset_norm_over_trace_norm_mean,erasure_projection_reset_vs_no_reset_mean,reset_to_erasure_axis_cosine_mean,reset_to_erasure_axis_abs_cosine_mean,reset_to_erasure_axis_angle_deg_mean,reset_orthogonal_fraction_mean,relearn_savings_mean
multi_association_mapping,Multi-map,b-2_epoch_pause_shared_3s_10uA,-2.0,epoch_pause,shared,3.0,10.0,50,0.006458333333333316,0.010708083522324986,0.8902083333333333,0.07628939091623227,0.0006823228650612475,2.782547404693044e-07,0.00011770834963997721,0.0001195644616478873,89.99325580259601,0.999999949187532,1.0
multi_association_mapping,Multi-map,b-2_epoch_pause_shared_3s_50uA,-2.0,epoch_pause,shared,3.0,50.0,50,0.17624999999999993,0.06029412273039273,0.7204166666666667,87.60507764542979,0.7868694821256945,-0.012295752620451135,-0.015862417310500417,0.015862417310500417,90.9089000357073,0.9998607019683642,1.0
multi_association_mapping,Multi-map,b-2_gated_burst_correlated_3s_10uA,-2.0,gated_burst,correlated,3.0,10.0,50,0.0,0.0,0.8966666666666667,0.7604552032865933,0.006816307172431784,1.438678045615045e-06,-0.00039326142724415753,0.003558969431097919,90.02252874339966,0.9999765878643282,1.0
multi_association_mapping,Multi-map,b-2_gated_burst_correlated_3s_50uA,-2.0,gated_burst,correlated,3.0,50.0,50,0.09187499999999993,0.06364769646949538,0.8047916666666667,70.53658215882344,0.6330888965718541,-0.016671088116165144,-0.026548630421178766,0.026548630421178766,91.5213242061646,0.9996333104215168,1.0
multi_association_mapping,Multi-map,b-2_gated_burst_shared_3s_10uA,-2.0,gated_burst,shared,3.0,10.0,50,-2.012279232133096e-18,0.003645074021998765,0.8966666666666667,4.2492636970211075,0.038183880240102566,-6.27629368932796e-05,-0.002444325608898852,0.010561569899796707,90.1400463378572,0.9999003691724749,1.0
multi_association_mapping,Multi-map,b-2_gated_burst_shared_3s_50uA,-2.0,gated_burst,shared,3.0,50.0,50,0.15333333333333327,0.034390135299176866,0.7433333333333333,149.47461393211086,1.3425787412949273,-0.00654670316164804,-0.005014027633205157,0.0056471543631715195,90.2872865914916,0.9999776600077592,1.0
multi_association_mapping,Multi-map,b-2_static_correlated_3s_10uA,-2.0,static,correlated,3.0,10.0,50,0.002291666666666654,0.006059307461756611,0.894375,0.03453354039165553,0.00031029851790056085,0.0,0.0,0.0,90.0,1.0,1.0
multi_association_mapping,Multi-map,b-2_static_correlated_3s_50uA,-2.0,static,correlated,3.0,50.0,50,0.06916666666666661,0.05598719788068172,0.8275,53.68722653072586,0.48196249478858805,-0.012512212213962974,-0.026064445248710957,0.026064445248710957,91.49358684493421,0.9996375406495909,1.0
multi_association_mapping,Multi-map,b-2_static_shared_3s_10uA,-2.0,static,shared,3.0,10.0,50,0.00479166666666664,0.00847300050326588,0.891875,0.14227933969503698,0.0012712846448993584,-1.999727768556869e-06,0.0001506424157959825,0.0010778337796506535,89.99136898773392,0.9999972956588367,1.0
multi_association_mapping,Multi-map,b-2_static_shared_3s_50uA,-2.0,static,shared,3.0,50.0,50,0.19312499999999994,0.05415562747269621,0.7035416666666667,113.8432063650589,1.0221860778050766,-0.007360631668096635,-0.00750068916999146,0.008369050899756772,90.42977121954804,0.9999504528396773,1.0
multi_association_mapping,Multi-map,b0_alternating_blue_red_correlated_3s_10uA,0.0,alternating_blue_red,correlated,3.0,10.0,50,0.001249999999999992,0.004533198277299917,0.8954166666666667,0.009132684231486115,8.262219318774012e-05,2.6413940439366696e-10,1.6804398147383146e-06,1.6804398147383146e-06,89.99990371789089,0.9999999999997459,1.0
multi_association_mapping,Multi-map,b0_alternating_blue_red_correlated_3s_50uA,0.0,alternating_blue_red,correlated,3.0,50.0,50,0.023333333333333296,0.04201385960719352,0.8733333333333333,34.350657468469365,0.30831528138239894,-0.0074254053767768,-0.024126379577609314,0.024126379577609314,91.38251816262337,0.9996783782996576,1.0
multi_association_mapping,Multi-map,b0_alternating_blue_red_shared_3s_10uA,0.0,alternating_blue_red,shared,3.0,10.0,50,0.002708333333333316,0.006246455911254531,0.8939583333333333,0.08250377525527736,0.000741612841967712,-1.976364043351361e-06,-0.0028634078118352922,0.002963300874440656,90.1640861790145,0.999988459793341,1.0
multi_association_mapping,Multi-map,b0_alternating_blue_red_shared_3s_50uA,0.0,alternating_blue_red,shared,3.0,50.0,50,0.10124999999999992,0.061573345917187584,0.7954166666666667,62.53180485369428,0.5612190443381995,-0.015931288565795534,-0.028856527897108252,0.028856527897108252,91.65363562388971,0.9995532227141812,1.0
multi_association_mapping,Multi-map,b0_chirp_correlated_3s_10uA,0.0,chirp,correlated,3.0,10.0,50,0.011666666666666627,0.011649039161179103,0.885,1.1070841504558822,0.009951695263704693,4.026051067100848e-05,0.0029348597764625177,0.009747880649915087,89.83179920686598,0.9998628065069756,1.0
multi_association_mapping,Multi-map,b0_chirp_correlated_3s_50uA,0.0,chirp,correlated,3.0,50.0,50,0.21416666666666662,0.05564600771486819,0.6825,121.70273936818609,1.0927145963198845,-0.007154520297523745,-0.006664771515252615,0.007615479043334499,90.38187123224687,0.9999626323540834,1.0
multi_association_mapping,Multi-map,b0_chirp_shared_3s_10uA,0.0,chirp,shared,3.0,10.0,50,0.026666666666666637,0.013501543121683049,0.87,4.460380261159848,0.040002233543632686,3.8518900325998854e-06,-0.0008396010331504063,0.008353499983770333,90.04810668532264,0.9999307228120419,1.0
