task,task_label,seed_i,seed_j,cosine,angle_deg
conditioned_electrode_association,Association,9,29,0.7602056772534802,40.51766670335023
conditioned_electrode_association,Association,9,30,0.7586725170014554,40.6526907294313
conditioned_electrode_association,Association,9,31,0.7844031354916063,38.33449075528411
conditioned_electrode_association,Association,9,32,0.7025292997805604,45.36971603275639
conditioned_electrode_association,Association,9,33,0.7091092259944404,44.837514349103444
conditioned_electrode_association,Association,9,34,0.7326876836494117,42.88781216860451
conditioned_electrode_association,Association,9,35,0.7484719586875469,41.54181295513166
conditioned_electrode_association,Association,9,36,0.7887091360065379,37.93495863358405
conditioned_electrode_association,Association,9,37,0.7095346136521339,44.802937177007486
conditioned_electrode_association,Association,9,38,0.7953435609931592,37.312282104133864
conditioned_electrode_association,Association,9,39,0.6619610682338976,48.550392955575205
conditioned_electrode_association,Association,9,40,0.7393569711172887,42.32333185010236
conditioned_electrode_association,Association,9,41,0.7612297469103355,40.42727007788385
