task,seed,direction,alpha,score,criterion,distance_from_naive,distance_from_trained
pattern_discrimination,1,random,0.8,0.5,0.35,40.68937710758613,26.04129373714708
pattern_discrimination,1,axis,0.8667,0.0,0.35,4.343842364494364,28.243122110332077
pattern_discrimination,1,random,0.8667,0.5,0.35,42.00848284797581,28.201893811603338
pattern_discrimination,1,axis,0.9333,0.0,0.35,2.1735505304709233,30.41341394435552
pattern_discrimination,1,random,0.9333,0.5,0.35,43.38668594207562,30.352733897274263
pattern_discrimination,1,axis,1.0,0.0,0.35,8.681108150684021e-16,32.586964474826445
pattern_discrimination,1,random,1.0,0.5,0.35,44.82040425852172,32.49836291967421
pattern_discrimination,3,axis,0.0,0.46875,0.35,41.32617481997585,0.0
pattern_discrimination,3,random,0.0,0.46875,0.35,41.32617481997585,0.0
pattern_discrimination,3,axis,0.0667,0.15625,0.35,38.56971895948346,2.7564558604923888
pattern_discrimination,3,random,0.0667,0.4375,0.35,41.259880172638056,2.756300267871868
pattern_discrimination,3,axis,0.1333,0.03125,0.35,35.81739571647307,5.50877910350278
pattern_discrimination,3,random,0.1333,0.4375,0.35,41.37466552434465,5.508167123258871
pattern_discrimination,3,axis,0.2,0.0,0.35,33.06093985598068,8.26523496399517
pattern_discrimination,3,random,0.2,0.4375,0.35,41.6688180980148,8.26379399128878
pattern_discrimination,3,axis,0.2667,0.0,0.35,30.304483995488294,11.021690824487559
pattern_discrimination,3,random,0.2667,0.4375,0.35,42.13910768003958,11.019226639557502
pattern_discrimination,3,axis,0.3333,-0.4375,0.35,27.5521607524779,13.77401406749795
pattern_discrimination,3,random,0.3333,0.40625,0.35,42.778600030734026,13.77017923639128
pattern_discrimination,3,axis,0.4,-0.5,0.35,24.79570489198551,16.53046992799034
pattern_discrimination,3,random,0.4,0.375,0.35,43.582189730622346,16.5250919087467
pattern_discrimination,3,axis,0.4667,-0.5,0.35,22.03924903149312,19.28692578848273
pattern_discrimination,3,random,0.4667,0.375,0.35,44.540261220266096,19.279689131656617
pattern_discrimination,3,axis,0.5333,-0.5,0.35,19.28692578848273,22.03924903149312
pattern_discrimination,3,random,0.5333,0.3125,0.35,45.640645001530714,22.028718857488673
pattern_discrimination,3,axis,0.6,-0.5,0.35,16.53046992799034,24.79570489198551
pattern_discrimination,3,random,0.6,0.3125,0.35,46.874746748929624,24.77814044814575
pattern_discrimination,3,axis,0.6667,-0.5,0.35,13.774014067497951,27.5521607524779
pattern_discrimination,3,random,0.6667,0.3125,0.35,48.22909804073009,27.520997160029893
pattern_discrimination,3,axis,0.7333,-0.5,0.35,11.02169082448756,30.30448399548829
pattern_discrimination,3,random,0.7333,0.3125,0.35,49.689889469337096,30.251800141639343
pattern_discrimination,3,axis,0.8,-0.5,0.35,8.265234963995168,33.06093985598068
pattern_discrimination,3,random,0.8,0.28125,0.35,51.24774824210304,32.97414140759232
pattern_discrimination,3,axis,0.8667,-0.5,0.35,5.508779103502779,35.81739571647307
pattern_discrimination,3,random,0.8667,0.28125,0.35,52.888904581769445,35.68162846702183
pattern_discrimination,3,axis,0.9333,-0.125,0.35,2.7564558604923883,38.56971895948347
pattern_discrimination,3,random,0.9333,0.28125,0.35,54.599545344268094,38.36810510144157
pattern_discrimination,3,axis,1.0,0.0,0.35,1.6050908032279063e-15,41.32617481997585
pattern_discrimination,3,random,1.0,0.25,0.35,56.37477098489468,41.03995903308604
pattern_discrimination,4,axis,0.0,0.5,0.35,26.75343475317254,0.0
pattern_discrimination,4,random,0.0,0.5,0.35,26.75343475317254,0.0
pattern_discrimination,4,axis,0.0667,0.4375,0.35,24.968980655135937,1.7844540980366088
pattern_discrimination,4,random,0.0667,0.5,0.35,26.761136220512963,1.7843289627948489
pattern_discrimination,4,axis,0.1333,0.28125,0.35,23.187201900574646,3.566232852597901
pattern_discrimination,4,random,0.1333,0.5,0.35,26.885247756397142,3.565769073165887
pattern_discrimination,4,axis,0.2,0.0625,0.35,21.402747802538038,5.350686950634509
pattern_discrimination,4,random,0.2,0.5,0.35,27.12478074317175,5.349764953190545
pattern_discrimination,4,axis,0.2667,0.0,0.35,19.618293704501422,7.135141048671118
pattern_discrimination,4,random,0.2667,0.5,0.35,27.476778088561332,7.133672695573008
pattern_discrimination,4,axis,0.3333,0.0,0.35,17.836514949940135,8.916919803232409
pattern_discrimination,4,random,0.3333,0.5,0.35,27.936155222547292,8.914757026310113
pattern_discrimination,4,axis,0.4,0.0,0.35,16.052060851903526,10.701373901269019
pattern_discrimination,4,random,0.4,0.5,0.35,28.4987141976476,10.698264329587811
